drug_id,protein_id,interaction
D01397,P01397,0
D01398,P01398,1
D01399,P01399,0
D01400,P01400,1
D01401,P01401,0
D01402,P01402,1
D01403,P01403,0
D01404,P01404,1
D01405,P01405,0
D01406,P01406,1
D01407,P01407,0
D01408,P01408,1
D01409,P01409,0
D01410,P01410,1
D01411,P01411,0
D01412,P01412,1
D01413,P01413,0
D01414,P01414,1
D01415,P01415,0
D01416,P01416,1
D01417,P01417,0
D01418,P01418,1
D01419,P01419,0
D01420,P01420,1
D01421,P01421,0
D01422,P01422,1
D01423,P01423,0
D01424,P01424,1
D01425,P01425,0
D01426,P01426,1
D01427,P01427,0
D01428,P01428,1
D01429,P01429,0
D01430,P01430,1
D01431,P01431,0
D01432,P01432,1
D01433,P01433,0
D01434,P01434,1
D01435,P01435,0
D01436,P01436,1
D01437,P01437,0
D01438,P01438,1
D01439,P01439,0
D01440,P01440,1
D01441,P01441,0
D01442,P01442,1
D01443,P01443,0
D01444,P01444,1
D01445,P01445,0
D01446,P01446,1
D01447,P01447,0
D01448,P01448,1
D01449,P01449,0
D01450,P01450,1
D01451,P01451,0
D01452,P01452,1
D01453,P01453,0
D01454,P01454,1
D01455,P01455,0
D01456,P01456,1
D01457,P01457,0
D01458,P01458,1
D01459,P01459,0
D01460,P01460,1
D01461,P01461,0
D01462,P01462,1
D01463,P01463,0
D01464,P01464,1
D01465,P01465,0
D01466,P01466,1
D01467,P01467,0
D01468,P01468,1
D01469,P01469,0
D01470,P01470,1
D01471,P01471,0
D01472,P01472,1
D01473,P01473,1
D01474,P01474,0
D01475,P01475,1
D01476,P01476,0
D01477,P01477,1
D01478,P01478,0
D01479,P01479,1
D01480,P01480,0
D01481,P01481,1
D01482,P01482,0
D01483,P01483,1
D01484,P01484,0
D01485,P01485,1
D01486,P01486,0
D01487,P01487,1
D01488,P01488,0
D01489,P01489,1
D01490,P01490,0
D01491,P01491,1
D01492,P01492,0
D01493,P01493,1
D01494,P01494,0
D01495,P01495,1
D01496,P01496,0
D01497,P01497,1
D01498,P01498,0
D01499,P01499,0
D01500,P01500,1
D01501,P01501,0
D01502,P01502,1
D01503,P01503,0
D01504,P01504,1
D01505,P01505,0
D01506,P01506,1
D01507,P01507,0
D01508,P01508,1
D01509,P01509,0
D01510,P01510,1
D01511,P01511,0
D01512,P01512,1
D01513,P01513,0
D01514,P01514,1
D01515,P01515,0
D01516,P01516,1
D01517,P01517,0
D01518,P01518,1
D01519,P01519,0
D01520,P01520,1
D01521,P01521,0
D01522,P01522,1
D01523,P01523,0
D01524,P01524,1
D01525,P01525,0
D01526,P01526,1
D01527,P01527,0
D01528,P01528,1
D01529,P01529,0
D01530,P01530,1
D01531,P01531,0
D01532,P01532,1
D01533,P01533,0
D01534,P01534,1
D01535,P01535,0
D01536,P01536,1
D01537,P01537,0
D01538,P01538,1
D01539,P01539,0
D01540,P01540,1
D01541,P01541,0
D01542,P01542,1
D01543,P01543,0
D01544,P01544,1
D01545,P01545,0
D01546,P01546,1
D01547,P01547,0
D01548,P01548,1
D01549,P01549,0
D01550,P01550,1
D01551,P01551,0
D01552,P01552,1
D01553,P01553,0
D01554,P01554,1
D01555,P01555,0
D01556,P01556,1
D01557,P01557,0
D01558,P01558,1
D01559,P01559,0
D01560,P01560,1
D01561,P01561,0
D01562,P01562,1
D01563,P01563,0
D01564,P01564,1
D01565,P01565,0
D01566,P01566,1
D01567,P01567,0
D01568,P01568,1
D01569,P01569,0
D01570,P01570,1
D01571,P01571,0
D01572,P01572,1
D01573,P01573,0
D01574,P01574,1
D01575,P01575,0
D01576,P01576,1
D01577,P01577,0
D01578,P01578,1
D01579,P01579,0
D01580,P01580,1
D01581,P01581,0
D01582,P01582,1
D01583,P01583,0
D01584,P01584,1
D01585,P01585,0
D01586,P01586,1
D01587,P01587,0
D01588,P01588,1
D01589,P01589,0
D01590,P01590,1
D01591,P01591,0
D01592,P01592,1
D01593,P01593,0
D01594,P01594,1
D01595,P01595,0
D01596,P01596,1
D01597,P01597,0
D01598,P01598,1
D01599,P01599,0
D01600,P01600,1
D01601,P01601,0
D01602,P01602,1
D01603,P01603,0
D01604,P01604,1
D01605,P01605,0
D01606,P01606,1
D01607,P01607,0
D01608,P01608,1
D01609,P01609,0
D01610,P01610,1
D01611,P01611,0
D01612,P01612,1
D01613,P01613,0
D01614,P01614,1
D01615,P01615,0
D01616,P01616,1
D01617,P01617,0
D01618,P01618,1
D01619,P01619,0
D01620,P01620,1
D01621,P01621,0
D01622,P01622,1
D01623,P01623,0
D01624,P01624,1
D01625,P01625,0
D01626,P01626,1
D01627,P01627,0
D01628,P01628,1
D01629,P01629,0
D01630,P01630,1
D01631,P01631,0
D01632,P01632,1
D01633,P01633,0
D01634,P01634,1
D01635,P01635,0
D01636,P01636,1
D01637,P01637,0
D01638,P01638,1
D01639,P01639,1
D01640,P01640,0
D01641,P01641,1
D01642,P01642,0
D01643,P01643,1
D01644,P01644,0
D01645,P01645,1
D01646,P01646,0
D01647,P01647,1
D01648,P01648,0
D01649,P01649,1
D01650,P01650,0
D01651,P01651,1
D01652,P01652,0
D01653,P01653,1
D01654,P01654,0
D01655,P01655,1
D01656,P01656,0
D01657,P01657,1
D01658,P01658,0
D01659,P01659,1
D01660,P01660,0
D01661,P01661,1
D01662,P01662,0
D01663,P01663,1
D01664,P01664,0
D01665,P01665,1
D01666,P01666,0
D01667,P01667,1
D01668,P01668,0
D01669,P01669,1
D01670,P01670,0
D01671,P01671,1
D01672,P01672,0
D01673,P01673,1
D01674,P01674,0
D01675,P01675,1
D01676,P01676,0
D01677,P01677,1
D01678,P01678,0
D01679,P01679,1
D01680,P01680,0
D01681,P01681,1
D01682,P01682,0
D01683,P01683,1
D01684,P01684,0
D01685,P01685,1
D01686,P01686,0
D01687,P01687,1
D01688,P01688,0
D01689,P01689,1
D01690,P01690,0
D01691,P01691,1
D01692,P01692,0
D01693,P01693,1
D01694,P01694,0
D01695,P01695,1
D01696,P01696,0
D01697,P01697,1
D01698,P01698,0
D01699,P01699,1
D01700,P01700,0
D01701,P01701,1
D01702,P01702,0
D01703,P01703,1
D01704,P01704,0
D01705,P01705,1
D01706,P01706,0
D01707,P01707,1
D01708,P01708,0
D01709,P01709,1
D01710,P01710,0
D01711,P01711,1
D01712,P01712,0
D01713,P01713,1
D01714,P01714,0
D01715,P01715,1
D01716,P01716,0
D01717,P01717,1
D01718,P01718,0
D01719,P01719,1
D01720,P01720,0
D01721,P01721,1
D01722,P01722,0
D01723,P01723,1
D01724,P01724,0
D01725,P01725,1
D01726,P01726,0
D01727,P01727,1
D01728,P01728,0
D01729,P01729,1
D01730,P01730,0
D01731,P01731,1
D01732,P01732,0
D01733,P01733,1
D01734,P01734,0
D01735,P01735,1
D01736,P01736,0
D01737,P01737,1
D01738,P01738,0
D01739,P01739,1
D01740,P01740,0
D01741,P01741,1
D01742,P01742,0
D01743,P01743,1
D01744,P01744,0
D01745,P01745,1
D01746,P01746,0
D01747,P01747,1
D01748,P01748,0
D01749,P01749,1
D01750,P01750,0
D01751,P01751,1
D01752,P01752,0
D01753,P01753,1
D01754,P01754,0
D01755,P01755,1
D01756,P01756,0
D01757,P01757,1
D01758,P01758,0
D01759,P01759,1
D01760,P01760,0
D01761,P01761,1
D01762,P01762,0
D01763,P01763,1
D01764,P01764,0
D01765,P01765,1
D01766,P01766,0
D01767,P01767,1
D01768,P01768,0
D01769,P01769,1
D01770,P01770,0
D01771,P01771,1
D01772,P01772,0
D01773,P01773,1
D01774,P01774,0
D01775,P01775,1
D01776,P01776,0
D01777,P01777,1
D01778,P01778,0
D01779,P01779,1
D01780,P01780,0
D01781,P01781,1
D01782,P01782,0
D01783,P01783,1
D01784,P01784,1
D01785,P01785,0
D01786,P01786,1
D01787,P01787,0
D01788,P01788,1
D01789,P01789,0
D01790,P01790,1
D01791,P01791,0
D01792,P01792,1
D01793,P01793,0
D01794,P01794,1
D01795,P01795,0
D01796,P01796,1
D01797,P01797,0
D01798,P01798,1
D01799,P01799,0
D01800,P01800,1
D01801,P01801,0
D01802,P01802,1
D01803,P01803,0
D01804,P01804,1
D01805,P01805,0
D01806,P01806,1
D01807,P01807,0
D01808,P01808,1
D01809,P01809,0
D01810,P01810,1
D01811,P01811,0
D01812,P01812,1
D01813,P01813,0
D01814,P01814,1
D01815,P01815,0
D01816,P01816,1
D01817,P01817,0
D01818,P01818,1
D01819,P01819,0
D01820,P01820,1
D01821,P01821,0
D01822,P01822,1
D01823,P01823,0
D01824,P01824,1
D01825,P01825,0
D01826,P01826,1
D01827,P01827,0
D01828,P01828,1
D01829,P01829,0
D01830,P01830,1
D01831,P01831,0
D01832,P01832,1
D01833,P01833,0
D01834,P01834,1
D01835,P01835,0
D01836,P01836,1
D01837,P01837,0
D01838,P01838,1
D01839,P01839,0
D01840,P01840,1
D01841,P01841,0
D01842,P01842,1
D01843,P01843,0
D01844,P01844,1
D01845,P01845,0
D01846,P01846,1
D01847,P01847,0
D01848,P01848,1
D01849,P01849,0
D01850,P01850,1
D01851,P01851,0
D01852,P01852,1
D01853,P01853,0
D01854,P01854,1
D01855,P01855,0
D01856,P01856,1
D01857,P01857,0
D01858,P01858,1
D01859,P01859,0
D01860,P01860,1
D01861,P01861,0
D01862,P01862,1
D01863,P01863,0
D01864,P01864,1
D01865,P01865,0
D01866,P01866,1
D01867,P01867,0
D01868,P01868,1
D01869,P01869,0
D01870,P01870,1
D01871,P01871,0
D01872,P01872,1
D01873,P01873,0
D01874,P01874,1
D01875,P01875,0
D01876,P01876,1
D01877,P01877,0
D01878,P01878,1
D01879,P01879,0
D01880,P01880,1
D01881,P01881,0
D01882,P01882,1
D01883,P01883,0
D01884,P01884,1
D01885,P01885,0
D01886,P01886,1
D01887,P01887,0
D01888,P01888,1
D01889,P01889,0
D01890,P01890,1
D01891,P01891,0
D01892,P01892,1
D01893,P01893,0
D01894,P01894,1
D01895,P01895,0
D01896,P01896,1
D01897,P01897,0
D01898,P01898,1
D01899,P01899,0
D01900,P01900,1
D01901,P01901,0
D01902,P01902,1
D01903,P01903,0
D01904,P01904,1
D01905,P01905,0
D01906,P01906,1
D01907,P01907,0
D01908,P01908,1
D01909,P01909,0
D01910,P01910,1
D01911,P01911,0
D01912,P01912,1
D01913,P01913,1
D01914,P01914,0
D01915,P01915,1
D01916,P01916,0
D01917,P01917,1
D01918,P01918,0
D01919,P01919,1
D01920,P01920,0
D01921,P01921,1
D01922,P01922,1
D01923,P01923,0
D01924,P01924,1
D01925,P01925,0
D01926,P01926,1
D01927,P01927,0
D01928,P01928,1
D01929,P01929,0
D01930,P01930,1
D01931,P01931,0
D01932,P01932,1
D01933,P01933,0
D01934,P01934,1
D01935,P01935,0
D01936,P01936,1
D01937,P01937,0
D01938,P01938,1
D01939,P01939,0
D01940,P01940,1
D01941,P01941,0
D01942,P01942,1
D01943,P01943,0
D01944,P01944,1
D01945,P01945,0
D01946,P01946,1
D01947,P01947,0
D01948,P01948,1
D01949,P01949,0
D01950,P01950,1
D01951,P01951,0
D01952,P01952,1
D01953,P01953,0
D01954,P01954,1
D01955,P01955,0
D01956,P01956,1
D01957,P01957,0
D01958,P01958,1
D01959,P01959,0
D01960,P01960,1
D01961,P01961,0
D01962,P01962,1
D01963,P01963,0
D01964,P01964,1
D01965,P01965,0
D01966,P01966,1
D01967,P01967,0
D01968,P01968,1
D01969,P01969,0
D01970,P01970,1
D01971,P01971,0
D01972,P01972,1
D01973,P01973,0
D01974,P01974,1
D01975,P01975,0
D01976,P01976,1
D01977,P01977,0
D01978,P01978,1
D01979,P01979,0
D01980,P01980,1
D01981,P01981,0
D01982,P01982,1
D01983,P01983,0
D01984,P01984,1
D01985,P01985,0
D01986,P01986,1
D01987,P01987,0
D01988,P01988,1
D01989,P01989,0
D01990,P01990,1
D01991,P01991,0
D01992,P01992,1
D01993,P01993,0
D01994,P01994,1
D01995,P01995,0
D01996,P01996,1
D01997,P01997,0
D01998,P01998,1
D01999,P01999,0
D02000,P02000,1
D02001,P02001,0
D02002,P02002,1
D02003,P02003,0
D02004,P02004,1
D02005,P02005,0
D02006,P02006,1
D02007,P02007,0
D02008,P02008,1
D02009,P02009,0
D02010,P02010,1
D02011,P02011,0
D02012,P02012,1
D02013,P02013,1
D02014,P02014,0
D02015,P02015,1
D02016,P02016,0
D02017,P02017,1
D02018,P02018,0
D02019,P02019,1
D02020,P02020,0
D02021,P02021,1
D02022,P02022,0
D02023,P02023,1
D02024,P02024,0
D02025,P02025,1
D02026,P02026,0
D02027,P02027,1
D02028,P02028,0
D02029,P02029,1
D02030,P02030,0
D02031,P02031,0
D02032,P02032,1
D02033,P02033,0
D02034,P02034,0
D02035,P02035,1
D02036,P02036,0
D02037,P02037,1
D02038,P02038,0
D02039,P02039,1
D02040,P02040,0
D02041,P02041,1
D02042,P02042,0
D02043,P02043,1
D02044,P02044,0
D02045,P02045,1
D02046,P02046,0
D02047,P02047,1
D02048,P02048,0
D02049,P02049,1
D02050,P02050,0
D02051,P02051,1
D02052,P02052,0
D02053,P02053,1
D02054,P02054,0
D02055,P02055,1
D02056,P02056,0
D02057,P02057,1
D02058,P02058,0
D02059,P02059,1
D02060,P02060,0
D02061,P02061,1
D02062,P02062,0
D02063,P02063,1
D02064,P02064,0
D02065,P02065,1
D02066,P02066,0
D02067,P02067,1
D02068,P02068,0
D02069,P02069,1
D02070,P02070,0
D02071,P02071,1
D02072,P02072,0
D02073,P02073,1
D02074,P02074,0
D02075,P02075,1
D02076,P02076,0
D02077,P02077,1
D02078,P02078,0
D02079,P02079,1
D02080,P02080,0
D02081,P02081,1
D02082,P02082,0
D02083,P02083,0
D02084,P02084,1
D02085,P02085,0
D02086,P02086,1
D02087,P02087,0
D02088,P02088,1
D02089,P02089,0
D02090,P02090,1
D02091,P02091,0
D02092,P02092,1
D02093,P02093,0
D02094,P02094,1
D02095,P02095,0
D02096,P02096,1
D02097,P02097,0
D02098,P02098,1
D02099,P02099,0
D02100,P02100,1
D02101,P02101,0
D02102,P02102,1
D02103,P02103,0
D02104,P02104,1
D02105,P02105,0
D02106,P02106,1
D02107,P02107,0
D02108,P02108,1
D02109,P02109,0
D02110,P02110,1
D02111,P02111,0
D02112,P02112,1
D02113,P02113,0
D02114,P02114,1
D02115,P02115,0
D02116,P02116,1
D02117,P02117,0
D02118,P02118,1
D02119,P02119,0
D02120,P02120,1
D02121,P02121,0
D02122,P02122,1
D02123,P02123,0
D02124,P02124,1
D02125,P02125,0
D02126,P02126,1
D02127,P02127,0
D02128,P02128,1
D02129,P02129,0
D02130,P02130,1
D02131,P02131,0
D02132,P02132,1
D02133,P02133,0
D02134,P02134,1
D02135,P02135,0
D02136,P02136,1
D02137,P02137,0
D02138,P02138,1
D02139,P02139,0
D02140,P02140,1
D02141,P02141,0
D02142,P02142,1
D02143,P02143,0
D02144,P02144,1
D02145,P02145,0
D02146,P02146,1
D02147,P02147,0
D02148,P02148,1
D02149,P02149,0
D02150,P02150,1
D02151,P02151,0
D02152,P02152,1
D02153,P02153,0
D02154,P02154,1
D02155,P02155,0
D02156,P02156,1
D02157,P02157,0
D02158,P02158,1
D02159,P02159,1
D02160,P02160,0
D02161,P02161,1
D02162,P02162,0
D02163,P02163,1
D02164,P02164,0
D02165,P02165,1
D02166,P02166,0
D02167,P02167,1
D02168,P02168,0
D02169,P02169,1
D02170,P02170,0
D02171,P02171,1
D02172,P02172,0
D02173,P02173,1
D02174,P02174,0
D02175,P02175,1
D02176,P02176,0
D02177,P02177,1
D02178,P02178,0
D02179,P02179,1
D02180,P02180,0
D02181,P02181,1
D02182,P02182,0
D02183,P02183,1
D02184,P02184,0
D02185,P02185,1
D02186,P02186,0
D02187,P02187,1
D02188,P02188,0
D02189,P02189,1
D02190,P02190,0
D02191,P02191,1
D02192,P02192,0
D02193,P02193,1
D02194,P02194,0
D02195,P02195,1
D02196,P02196,0
D02197,P02197,1
D02198,P02198,0
D02199,P02199,1
D02200,P02200,0
D02201,P02201,1
D02202,P02202,0
D02203,P02203,1
D02204,P02204,0
D02205,P02205,1
D02206,P02206,0
D02207,P02207,1
D02208,P02208,0
D02209,P02209,1
D02210,P02210,0
D02211,P02211,1
D02212,P02212,0
D02213,P02213,1
D02214,P02214,0
D02215,P02215,1
D02216,P02216,0
D02217,P02217,1
D02218,P02218,0
D02219,P02219,1
D02220,P02220,0
D02221,P02221,1
D02222,P02222,0
D02223,P02223,1
D02224,P02224,0
D02225,P02225,1
D02226,P02226,0
D02227,P02227,1
D02228,P02228,0
D02229,P02229,1
D02230,P02230,0
D02231,P02231,1
D02232,P02232,0
D02233,P02233,1
D02234,P02234,0
D02235,P02235,1
D02236,P02236,0
D02237,P02237,1
D02238,P02238,0
D02239,P02239,1
D02240,P02240,0
D02241,P02241,1
D02242,P02242,0
D02243,P02243,1
D02244,P02244,0
D02245,P02245,1
D02246,P02246,0
D02247,P02247,1
D02248,P02248,0
D02249,P02249,1
D02250,P02250,0
D02251,P02251,1
D02252,P02252,0
D02253,P02253,1
D02254,P02254,1
D02255,P02255,0
D02256,P02256,1
D02257,P02257,0
D02258,P02258,1
D02259,P02259,0
D02260,P02260,1
D02261,P02261,0
D02262,P02262,1
D02263,P02263,0
D02264,P02264,1
D02265,P02265,0
D02266,P02266,1
D02267,P02267,0
D02268,P02268,1
D02269,P02269,0
D02270,P02270,1
D02271,P02271,0
D02272,P02272,1
D02273,P02273,0
D02274,P02274,1
D02275,P02275,0
D02276,P02276,1
D02277,P02277,0
D02278,P02278,1
D02279,P02279,0
D02280,P02280,1
D02281,P02281,0
D02282,P02282,1
D02283,P02283,0
D02284,P02284,1
D02285,P02285,0
D02286,P02286,1
D02287,P02287,0
D02288,P02288,1
D02289,P02289,0
D02290,P02290,1
D02291,P02291,0
D02292,P02292,1
D02293,P02293,0
D02294,P02294,1
D02295,P02295,0
D02296,P02296,1
D02297,P02297,0
D02298,P02298,1
D02299,P02299,0
D02300,P02300,1
D02301,P02301,0
D02302,P02302,1
D02303,P02303,0
D02304,P02304,1
D02305,P02305,0
D02306,P02306,1
D02307,P02307,0
D02308,P02308,1
D02309,P02309,0
D02310,P02310,1
D02311,P02311,0
D02312,P02312,1
D02313,P02313,0
D02314,P02314,1
D02315,P02315,0
D02316,P02316,1
D02317,P02317,0
D02318,P02318,1
D02319,P02319,0
D02320,P02320,1
D02321,P02321,0
D02322,P02322,1
D02323,P02323,0
D02324,P02324,1
D02325,P02325,0
D02326,P02326,1
D02327,P02327,0
D02328,P02328,1
D02329,P02329,0
D02330,P02330,1
D02331,P02331,0
D02332,P02332,1
D02333,P02333,0
D02334,P02334,1
D02335,P02335,0
D02336,P02336,1
D02337,P02337,0
D02338,P02338,1
D02339,P02339,0
D02340,P02340,1
D02341,P02341,0
D02342,P02342,1
D02343,P02343,0
D02344,P02344,1
D02345,P02345,0
D02346,P02346,1
D02347,P02347,0
D02348,P02348,1
D02349,P02349,0
D02350,P02350,1
D02351,P02351,0
D02352,P02352,1
D02353,P02353,0
D02354,P02354,1
D02355,P02355,0
D02356,P02356,1
D02357,P02357,0
D02358,P02358,1
D02359,P02359,0
D02360,P02360,1
D02361,P02361,0
D02362,P02362,1
D02363,P02363,0
D02364,P02364,1
D02365,P02365,0
D02366,P02366,1
D02367,P02367,0
D02368,P02368,1
D02369,P02369,0
D02370,P02370,1
D02371,P02371,0
D02372,P02372,1
D02373,P02373,0
D02374,P02374,1
D02375,P02375,0
D02376,P02376,1
D02377,P02377,0
D02378,P02378,1
D02379,P02379,0
D02380,P02380,1
D02381,P02381,0
D02382,P02382,1
D02383,P02383,0
D02384,P02384,1
D02385,P02385,0
D02386,P02386,1
D02387,P02387,0
D02388,P02388,1
D02389,P02389,0
D02390,P02390,1
D02391,P02391,0
D02392,P02392,1
D02393,P02393,1
D02394,P02394,0
D02395,P02395,1
D02396,P02396,0
D02397,P02397,1
D02398,P02398,0
D02399,P02399,1
D02400,P02400,0
D02401,P02401,1
D02402,P02402,0
D02403,P02403,1
D02404,P02404,0
D02405,P02405,1
D02406,P02406,0
D02407,P02407,1
D02408,P02408,0
D02409,P02409,1
D02410,P02410,0
D02411,P02411,1
D02412,P02412,0
D02413,P02413,1
D02414,P02414,0
D02415,P02415,1
D02416,P02416,0
D02417,P02417,1
D02418,P02418,0
D02419,P02419,1
D02420,P02420,0
D02421,P02421,1
D02422,P02422,0
D02423,P02423,0
D02424,P02424,1
D02425,P02425,0
D02426,P02426,1
D02427,P02427,0
D02428,P02428,1
D02429,P02429,0
D02430,P02430,1
D02431,P02431,0
D02432,P02432,1
D02433,P02433,0
D02434,P02434,1
D02435,P02435,0
D02436,P02436,1
D02437,P02437,0
D02438,P02438,1
D02439,P02439,0
D02440,P02440,1
D02441,P02441,0
D02442,P02442,1
D02443,P02443,0
D02444,P02444,1
D02445,P02445,0
D02446,P02446,1
D02447,P02447,0
D02448,P02448,1
D02449,P02449,1
D02450,P02450,0
D02451,P02451,1
D02452,P02452,0
D02453,P02453,1
D02454,P02454,0
D02455,P02455,1
D02456,P02456,0
D02457,P02457,1
D02458,P02458,0
D02459,P02459,1
D02460,P02460,0
D02461,P02461,1
D02462,P02462,0
D02463,P02463,1
D02464,P02464,0
D02465,P02465,1
D02466,P02466,0
D02467,P02467,1
D02468,P02468,0
D02469,P02469,1
D02470,P02470,0
D02471,P02471,0
D02472,P02472,1
D02473,P02473,0
D02474,P02474,1
D02475,P02475,0
D02476,P02476,1
D02477,P02477,0
D02478,P02478,1
D02479,P02479,0
D02480,P02480,1
D02481,P02481,0
D02482,P02482,1
D02483,P02483,0
D02484,P02484,1
D02485,P02485,0
D02486,P02486,1
D02487,P02487,0
D02488,P02488,1
D02489,P02489,0
D02490,P02490,1
D02491,P02491,0
D02492,P02492,1
D02493,P02493,0
D02494,P02494,1
D02495,P02495,0
D02496,P02496,1
D02497,P02497,0
D02498,P02498,1
D02499,P02499,0
D02500,P02500,1
D02501,P02501,0
D02502,P02502,1
D02503,P02503,0
D02504,P02504,1
D02505,P02505,0
D02506,P02506,1
D02507,P02507,0
D02508,P02508,1
D02509,P02509,0
D02510,P02510,1
D02511,P02511,0
D02512,P02512,1
D02513,P02513,0
D02514,P02514,1
D02515,P02515,0
D02516,P02516,1
D02517,P02517,0
D02518,P02518,1
D02519,P02519,0
D02520,P02520,1
D02521,P02521,0
D02522,P02522,1
D02523,P02523,0
D02524,P02524,1
D02525,P02525,0
D02526,P02526,1
D02527,P02527,0
D02528,P02528,1
D02529,P02529,0
D02530,P02530,1
D02531,P02531,0
D02532,P02532,1
D02533,P02533,0
D02534,P02534,1
D02535,P02535,0
D02536,P02536,1
D02537,P02537,0
D02538,P02538,1
D02539,P02539,0
D02540,P02540,1
D02541,P02541,0
D02542,P02542,1
D02543,P02543,0
D02544,P02544,1
D02545,P02545,0
D02546,P02546,1
D02547,P02547,0
D02548,P02548,1
D02549,P02549,0
D02550,P02550,1
D02551,P02551,0
D02552,P02552,1
D02553,P02553,0
D02554,P02554,1
D02555,P02555,0
D02556,P02556,1
D02557,P02557,0
D02558,P02558,1
D02559,P02559,0
D02560,P02560,1
D02561,P02561,0
D02562,P02562,1
D02563,P02563,0
D02564,P02564,1
D02565,P02565,0
D02566,P02566,1
D02567,P02567,0
D02568,P02568,1
D02569,P02569,0
D02570,P02570,1
D02571,P02571,0
D02572,P02572,1
D02573,P02573,0
D02574,P02574,1
D02575,P02575,0
D02576,P02576,1
D02577,P02577,0
D02578,P02578,1
D02579,P02579,0
D02580,P02580,1
D02581,P02581,0
D02582,P02582,1
D02583,P02583,0
D02584,P02584,1
D02585,P02585,0
D02586,P02586,1
D02587,P02587,0
D02588,P02588,1
D02589,P02589,0
D02590,P02590,1
D02591,P02591,0
D02592,P02592,1
D02593,P02593,0
D02594,P02594,1
D02595,P02595,0
D02596,P02596,1
D02597,P02597,0
D02598,P02598,1
D02599,P02599,0
D02600,P02600,1
D02601,P02601,0
D02602,P02602,1
D02603,P02603,0
D02604,P02604,1
D02605,P02605,0
D02606,P02606,1
D02607,P02607,0
D02608,P02608,1
D02609,P02609,0
D02610,P02610,1
D02611,P02611,0
D02612,P02612,1
D02613,P02613,0
D02614,P02614,1
D02615,P02615,0
D02616,P02616,1
D02617,P02617,0
D02618,P02618,1
D02619,P02619,0
D02620,P02620,1
D02621,P02621,0
D02622,P02622,1
D02623,P02623,0
D02624,P02624,1
D02625,P02625,0
D02626,P02626,1
D02627,P02627,0
D02628,P02628,1
D02629,P02629,0
D02630,P02630,1
D02631,P02631,0
D02632,P02632,1
D02633,P02633,0
D02634,P02634,1
D02635,P02635,0
D02636,P02636,1
D02637,P02637,0
D02638,P02638,1
D02639,P02639,0
D02640,P02640,1
D02641,P02641,0
D02642,P02642,1
D02643,P02643,0
D02644,P02644,1
D02645,P02645,0
D02646,P02646,1
D02647,P02647,0
D02648,P02648,1
D02649,P02649,0
D02650,P02650,1
D02651,P02651,0
D02652,P02652,0
D02653,P02653,1
D02654,P02654,0
D02655,P02655,1
D02656,P02656,0
D02657,P02657,0
D02658,P02658,1
D02659,P02659,0
D02660,P02660,1
D02661,P02661,0
D02662,P02662,1
D02663,P02663,0
D02664,P02664,1
D02665,P02665,0
D02666,P02666,1
D02667,P02667,0
D02668,P02668,1
D02669,P02669,0
D02670,P02670,1
D02671,P02671,0
D02672,P02672,1
D02673,P02673,0
D02674,P02674,1
D02675,P02675,0
D02676,P02676,1
D02677,P02677,0
D02678,P02678,1
D02679,P02679,0
D02680,P02680,1
D02681,P02681,0
D02682,P02682,1
D02683,P02683,0
D02684,P02684,1
D02685,P02685,0
D02686,P02686,1
D02687,P02687,0
D02688,P02688,1
D02689,P02689,0
D02690,P02690,1
D02691,P02691,0
D02692,P02692,1
D02693,P02693,0
D02694,P02694,1
D02695,P02695,0
D02696,P02696,1
D02697,P02697,0
D02698,P02698,1
D02699,P02699,0
D02700,P02700,1
D02701,P02701,0
D02702,P02702,1
D02703,P02703,0
D02704,P02704,1
D02705,P02705,0
D02706,P02706,0
D02707,P02707,1
D02708,P02708,1
D02709,P02709,0
D02710,P02710,1
D02711,P02711,0
D02712,P02712,1
D02713,P02713,0
D02714,P02714,1
D02715,P02715,0
D02716,P02716,1
D02717,P02717,0
D02718,P02718,1
D02719,P02719,0
D02720,P02720,1
D02721,P02721,0
D02722,P02722,1
D02723,P02723,0
D02724,P02724,1
D02725,P02725,0
D02726,P02726,1
D02727,P02727,0
D02728,P02728,1
D02729,P02729,0
D02730,P02730,1
D02731,P02731,0
D02732,P02732,1
D02733,P02733,0
D02734,P02734,1
D02735,P02735,0
D02736,P02736,1
D02737,P02737,0
D02738,P02738,1
D02739,P02739,0
D02740,P02740,1
D02741,P02741,0
D02742,P02742,1
D02743,P02743,0
D02744,P02744,1
D02745,P02745,0
D02746,P02746,1
D02747,P02747,0
D02748,P02748,1
D02749,P02749,0
D02750,P02750,1
D02751,P02751,0
D02752,P02752,1
D02753,P02753,0
D02754,P02754,1
D02755,P02755,0
D02756,P02756,1
D02757,P02757,0
D02758,P02758,1
D02759,P02759,0
D02760,P02760,1
D02761,P02761,0
D02762,P02762,1
D02763,P02763,0
D02764,P02764,1
D02765,P02765,0
D02766,P02766,1
D02767,P02767,0
D02768,P02768,1
D02769,P02769,0
D02770,P02770,1
D02771,P02771,0
D02772,P02772,1
D02773,P02773,0
D02774,P02774,1
D02775,P02775,0
D02776,P02776,1
D02777,P02777,0
D02778,P02778,1
D02779,P02779,0
D02780,P02780,1
D02781,P02781,0
D02782,P02782,1
D02783,P02783,0
D02784,P02784,1
D02785,P02785,0
D02786,P02786,1
D02787,P02787,0
D02788,P02788,1
D02789,P02789,0
D02790,P02790,1
D02791,P02791,0
D02792,P02792,1
D02793,P02793,0
D02794,P02794,1
