protein_id,sequence
P06414,P14867
P06415,P22557
P06416,P28335
P06417,P08588
P06418,P18825
P06419,P0A8T7
P06420,Q14957
P06421,C1KC03
P06422,P49902
P06423,O15427
P06424,P40859
P06425,P19021
P06426,P54284
P06427,Q9WYT0
P06428,Q99584
P06429,Q9NR96
P06430,P47901
P06431,P28861
P06432,P18505
P06433,P08546
P06434,P14867
P06435,P06850
P06436,P00439
P06437,P08620
P06438,P20309
P06439,Q06203
P06440,P16640
P06441,Q04844
P06442,Q8DR59
P06443,Q96C36
P06444,P08172
P06445,Q9NSD9
P06446,P18089
P06447,P08100
P06448,Q99250
P06449,P37023
P06450,P35462
P06451,Q9L888
P06452,P21802
P06453,P05546
P06454,P20309
P06455,P42971
P06456,P23975
P06457,P01023
P06458,P08912
P06459,O60895
P06460,O75469
P06461,Q15758
P06462,O14764
P06463,P13500
P06464,Q08289
P06465,P02747
P06466,Q16445
P06467,Q13946
P06468,Q16775
P06469,Q04844
P06470,P11388
P06471,P06715
P06472,P14867
P06473,P24228
P06474,P28335
P06475,P32745
P06476,P31644
P06477,P06276
P06478,P48169
P06479,Q13547
P06480,P11229
P06481,P09038
P06482,Q8N1C3
P06483,P42261
P06484,P46098
P06485,Q6IB77
P06486,Q92769
P06487,Q8NBN7
P06488,P0AEK4
P06489,P0A6E4
P06490,P28223
P06491,Q05603
P06492,P49916
P06493,Q5L2G3
P06494,P21918
P06495,Q16445
P06496,P14867
P06497,O15374
P06498,P04150
P06499,P06729
P06500,Q9P0X4
P06501,Q13131
P06502,P35348
P06503,P30044
P06504,P0A6R0
P06505,P27986
P06506,P18825
P06507,P24046
P06508,P35462
P06509,Q07954
P06510,Q13936
P06511,P12081
P06512,Q09470
P06513,P10768
P06514,P03886
P06515,P38606
P06516,P08172
P06517,P04004
P06518,P34903
P06519,Q86UW8
P06520,P43702
P06521,P31644
P06522,P21728
P06523,Q9RVD6
P06524,P08173
P06525,P68344
P06526,P0A3M6
P06527,Q72874
P06528,Q53707
P06529,P35354
P06530,P23378
P06531,Q05940
P06532,P98066
P06533,Q9UGI6
P06534,P06850
P06535,P31645
P06536,P05166
P06537,P78334
P06538,O60294
P06539,Q14524
P06540,P54219
P06541,P35368
P06542,Q9BVG9
P06543,P78334
P06544,P28845
P06545,P21918
P06546,P06737
P06547,P35348
P06548,O75715
P06549,P35354
P06550,O15382
P06551,P02919
P06552,P49190
P06553,Q13698
P06554,Q8IYQ7
P06555,P06478
P06556,Q14721
P06557,P28221
P06558,Q5L2G3
P06559,Q8DR59
P06560,P06276
P06561,P11229
P06562,O15379
P06563,P14867
P06564,Q5SHN7
P06565,O14764
P06566,Q03154
P06567,Q8DR59
P06568,P47870
P06569,O95180
P06570,P08729
P06571,P14416
P06572,P08243
P06573,P23975
P06574,P09788
P06575,Q72547
P06576,P98160
P06577,Q12797
P06578,O60779
P06579,P08588
P06580,Q16850
P06581,P20309
P06582,Q9HCC0
P06583,O00408
P06584,Q14721
P06585,P41595
P06586,P07550
P06587,P41143
P06588,O14727
P06589,P14416
P06590,Q16671
P06591,Q59961
P06592,Q6IB77
P06593,P27986
P06594,P28221
P06595,P37231
P06596,P49069
P06597,P42345
P06598,P24228
P06599,P35498
P06600,P30520
P06601,Q7L0J3
P06602,Q8TC12
P06603,P47869
P06604,P23141
P06605,P34995
P06606,P14060
P06607,P00439
P06608,P60568
P06609,P08908
P06610,Q9UK17
P06611,P31644
P06612,P47895
P06613,Q13936
P06614,P14867
P06615,P06276
P06616,P23763
P06617,P18089
P06618,Q99884
P06619,Q15822
P06620,Q92952
P06621,P29074
P06622,P02787
P06623,Q8WWT9
P06624,P49286
P06625,P35368
P06626,Q03181
P06627,P35368
P06628,O95864
P06629,P14867
P06630,P06213
P06631,Q16719
P06632,Q9UGJ0
P06633,P14867
P06634,Q9UBS5
P06635,P54289
P06636,Q15274
P06637,P30536
P06638,P47869
P06639,O95237
P06640,P04150
P06641,P11229
P06642,P18825
P06643,Q8IVH4
P06644,P16435
P06645,P55809
P06646,Q00975
P06647,P35368
P06648,Q5L2G3
P06649,Q51225
P06650,P20586
P06651,P45880
P06652,P34903
P06653,P28335
P06654,P43155
P06655,P35372
P06656,P00387
P06657,P27815
P06658,P05546
P06659,P35367
P06660,Q05655
P06661,P28566
P06662,P14207
P06663,P35916
P06664,O00555
P06665,Q9H244
P06666,P47869
P06667,Q16445
P06668,Q8WY07
P06669,P54289
P06670,P12104
P06671,P43088
P06672,Q9NZK7
P06673,P31645
P06674,P16519
P06675,P54289
P06676,Q16790
P06677,Q9UN88
P06678,P28476
P06679,P0AD68
P06680,O76082
P06681,P08588
P06682,Q9NS75
P06683,P16066
P06684,O14649
P06685,P08588
P06686,Q13200
P06687,P50406
P06688,P61177
P06689,Q01959
P06690,P51512
P06691,P08913
P06692,Q9Y619
P06693,P48169
P06694,P00390
P06695,Q01959
P06696,Q01362
P06697,Q14957
P06698,O95665
P06699,P14679
P06700,P38435
P06701,P08173
P06702,P14207
P06703,P35499
P06704,P0A4L9
P06705,P08913
P06706,Q07699
P06707,P48048
P06708,Q07699
P06709,P47869
P06710,P0A8V2
P06711,Q8DR59
P06712,Q8MU52
P06713,Q13564
P06714,P06756
P06715,Q16878
P06716,Q8WXA8
P06717,O14764
P06718,P31644
P06719,Q8DNB6
P06720,P05165
P06721,Q12809
P06722,P05362
P06723,Q9NS75
P06724,O15217
P06725,P28223
P06726,Q5XXA6
P06727,P18089
P06728,P16083
P06729,P07333
P06730,Q14330
P06731,Q15822
P06732,P48507
P06733,O00591
P06734,O60939
P06735,P08172
P06736,P05091
P06737,P09238
P06738,Q15842
P06739,Q92953
P06740,O43741
P06741,P08172
P06742,O00764
P06743,Q9UK23
P06744,P22303
P06745,Q13882
P06746,Q99928
P06747,Q8WU03
P06748,P50859
P06749,P03176
P06750,Q9BTZ2
P06751,P02787
P06752,P23297
P06753,Q12882
P06754,P47869
P06755,P00491
P06756,P35367
P06757,P25024
P06758,P18089
P06759,Q04844
P06760,P41972
P06761,P03200
P06762,Q9Z4P0
P06763,P83223
P06764,P43681
P06765,P0A7U3
P06766,Q9UN88
P06767,P13727
P06768,P01375
P06769,P16070
P06770,P18089
P06771,P06732
P06772,P35228
P06773,Q9HCC0
P06774,P08913
P06775,Q15758
P06776,P41143
P06777,Q8TD30
P06778,P43119
P06779,Q03154
P06780,P11229
P06781,P26447
P06782,O43497
P06783,P29218
P06784,P35462
P06785,P61497
P06786,P35368
P06787,P30613
P06788,P35368
P06789,P14780
P06790,P11021
P06791,P35408
P06792,O76074
P06793,P53985
P06794,P07550
P06795,P02919
P06796,P34969
P06797,P09252
P06798,Q08289
P06799,P43700
P06800,P17252
P06801,O00180
P06802,P98194
P06803,Q8TED1
P06804,P48169
P06805,Q9GZT9
P06806,P36507
P06807,Q9UGM6
P06808,P34969
P06809,P11717
P06810,Q16445
P06811,Q9HCC0
P06812,Q02763
P06813,P49589
P06814,P25100
P06815,O00469
P06816,O15399
P06817,P51812
P06818,P04054
P06819,Q08881
P06820,P08908
P06821,P29120
P06822,Q13509
P06823,P35913
P06824,P33121
P06825,Q02641
P06826,P21918
P06827,P14625
P06828,P0A7S3
P06829,P36507
P06830,P30542
P06831,Q8NER1
P06832,P41143
P06833,Q4U2R8
P06834,P0AD68
P06835,P49585
P06836,O14764
P06837,P13716
P06838,Q8NFA2
P06839,P22570
P06840,P11387
P06841,P06213
P06842,Q9GZR5
P06843,O14646
P06844,P07437
P06845,Q00266
P06846,Q9UN88
P06847,P53985
P06848,P0C0L4
P06849,Q15858
P06850,P14920
P06851,P25021
P06852,P24024
P06853,P41143
P06854,P06850
P06855,P04629
P06856,P0A953
P06857,P02708
P06858,P10275
P06859,Q9UK23
P06860,Q16568
P06861,Q12809
P06862,Q9BY66
P06863,P41145
P06864,P29034
P06865,P13500
P06866,P0C278
P06867,P38606
P06868,Q16445
P06869,P99999
P06870,Q8NI22
P06871,P29466
P06872,P22888
P06873,P23219
P06874,O43246
P06875,O00591
P06876,Q53ET4
P06877,Q9Y234
P06878,P06126
P06879,P36544
P06880,Q13131
P06881,Q9NPC2
P06882,P23945
P06883,P30556
P06884,P31350
P06885,Q9X6V3
P06886,Q8WWQ8
P06887,O14764
P06888,P51580
P06889,P30536
P06890,P09467
P06891,Q72547
P06892,O60896
P06893,P35372
P06894,Q92769
P06895,P35367
P06896,P12277
P06897,Q09428
P06898,P01178
P06899,P14416
P06900,P22352
P06901,P28335
P06902,P21462
P06903,O15554
P06904,Q9P2J5
P06905,Q9UN88
P06906,P46439
P06907,Q05486
P06908,Q8NBN7
P06909,P08588
P06910,P0A7U3
P06911,P03372
P06912,P20701
P06913,P08506
P06914,Q8N1C3
P06915,P32297
P06916,O60427
P06917,Q32P28
P06918,O75936
P06919,C1KC03
P06920,P36544
P06921,Q96RP8
P06922,Q92952
P06923,P46098
P06924,P05113
P06925,O14764
P06926,Q9P2R7
P06927,P48169
P06928,P28065
P06929,P47869
P06930,O95573
P06931,P14416
P06932,Q9A1X4
P06933,P30532
P06934,Q6IB77
P06935,P15692
P06936,P47989
P06937,Q9UN88
P06938,Q96KS0
P06939,Q6NUM9
P06940,P01008
P06941,P35354
P06942,P08620
P06943,O43246
P06944,Q07869
P06945,P22748
P06946,P05154
P06947,Q14353
P06948,P35219
P06949,P27815
P06950,P38435
P06951,P00750
P06952,P0AD63
P06953,P04150
P06954,P05546
P06955,P06401
P06956,Q01668
P06957,Q70KI2
P06958,P04229
P06959,P35348
P06960,P35354
P06961,P08908
P06962,P01920
P06963,P80404
P06964,Q7L3T8
P06965,P18858
P06966,P48551
P06967,P22748
P06968,P08729
P06969,P29474
P06970,P12931
P06971,P04035
P06972,P56696
P06973,Q8N1C3
P06974,P0AES6
P06975,P24228
P06976,P40859
P06977,Q99884
P06978,O75936
P06979,P41145
P06980,Q9BTZ2
P06981,Q16445
P06982,P08684
P06983,P18507
P06984,Q52437
P06985,P43681
P06986,O15382
P06987,P08588
P06988,O15427
P06989,P10613
P06990,P48029
P06991,Q92887
P06992,P07204
P06993,P08912
P06994,P48651
P06995,Q15822
P06996,P02918
P06997,P14679
P06998,P01375
P06999,P28222
P07000,P07355
P07001,P0A6J8
P07002,P20701
P07003,Q07343
P07004,Q8N8N7
P07005,P10276
P07006,Q13882
P07007,O43447
P07008,Q56839
P07009,Q15825
P07010,P05129
P07011,P18089
P07012,Q9Y271
P07013,P18825
P07014,P00492
P07015,P14416
P07016,Q71U36
P07017,P35368
P07018,P17117
P07019,P18507
P07020,P14780
P07021,P19801
P07022,Q9BYF1
P07023,P35462
P07024,P27986
P07025,P35348
P07026,Q13258
P07027,P04070
P07028,P0AEK4
P07029,P21728
P07030,P26358
P07031,P31645
P07032,P43115
P07033,P49788
P07034,P35367
P07035,P47870
P07036,P42971
P07037,P12235
P07038,Q15759
P07039,P31644
P07040,P07204
P07041,P30273
P07042,Q9BZV3
P07043,P55263
P07044,P11388
P07045,Q9Y275
P07046,Q01959
P07047,P51606
P07048,P31645
P07049,P04637
P07050,P36544
P07051,P13551
P07052,Q16445
P07053,P18545
P07054,P28472
P07055,P78540
P07056,P23975
P07057,P76577
P07058,Q08499
P07059,Q96RQ3
P07060,P07550
P07061,P51692
P07062,P0A7J6
P07063,P07327
P07064,Q14524
P07065,Q72547
P07066,P31644
P07067,O60294
P07068,P14416
P07069,O95864
P07070,P30939
P07071,O75015
P07072,P54289
P07073,P94692
P07074,Q9Y271
P07075,Q05901
P07076,P25103
P07077,O75330
P07078,P36544
P07079,P20061
P07080,P08235
P07081,Q9Y5K3
P07082,P28472
P07083,P17342
P07084,P54284
P07085,Q8N119
P07086,P31327
P07087,P02776
P07088,P28223
P07089,Q9UHI5
P07090,P0A3M5
P07091,Q9NPC2
P07092,P21917
P07093,Q9H3S4
P07094,P22748
P07095,Q9Y697
P07096,P11229
P07097,Q13509
P07098,P28222
P07099,P78417
P07100,P54289
P07101,P22352
P07102,Q16445
P07103,P31639
P07104,Q8TCU5
P07105,P00747
P07106,Q16445
P07107,Q14571
P07108,P61889
P07109,P20711
P07110,P09038
P07111,O60656
P07112,Q99928
P07113,P21462
P07114,P14867
P07115,Q96A70
P07116,P08912
P07117,O31616
P07118,P23975
P07119,P41143
P07120,P30049
P07121,P12724
P07122,P49721
P07123,P16640
P07124,Q03154
P07125,Q96LZ3
P07126,P23975
P07127,Q7LG56
P07128,P18089
P07129,Q9HAB3
P07130,P35367
P07131,Q8TCT1
P07132,P47870
P07133,O95237
P07134,P11511
P07135,P03372
P07136,O75469
P07137,Q9UJ70
P07138,P45880
P07139,P35348
P07140,P22460
P07141,P72524
P07142,P23378
P07143,P17117
P07144,Q04707
P07145,P48169
P07146,O60840
P07147,P11274
P07148,P08254
P07149,P09250
P07150,P08684
P07151,P68366
P07152,P04637
P07153,P94692
P07154,P00390
P07155,P30411
P07156,P0C0X2
P07157,C1KC03
P07158,P35968
P07159,P48169
P07160,P29074
P07161,P47870
P07162,P08581
P07163,O60391
P07164,P35219
P07165,O43246
P07166,Q91RS4
P07167,P0AEB2
P07168,O14727
P07169,P08913
P07170,P15538
P07171,O75899
P07172,P40238
P07173,P0A953
P07174,Q14534
P07175,P48443
P07176,P30926
P07177,P43115
P07178,P22352
P07179,P18505
P07180,Q54873
P07181,O00264
P07182,P05121
P07183,P31645
P07184,O15382
P07185,P35372
P07186,P28223
P07187,P0C278
P07188,O76074
P07189,Q15067
P07190,Q13639
P07191,P22001
P07192,O00591
P07193,P36896
P07194,P27815
P07195,P03372
P07196,Q9UN88
P07197,O75762
P07198,Q07343
P07199,Q06432
P07200,P30939
P07201,Q96HD9
P07202,Q14524
P07203,P31327
P07204,P41143
P07205,P37747
P07206,Q9UJ70
P07207,P21918
P07208,Q9H2X9
P07209,Q14524
P07210,P11717
P07211,P23219
P07212,P0A3M6
P07213,P47869
P07214,P30939
P07215,P34972
P07216,Q59961
P07217,O00591
P07218,P07355
P07219,P02919
P07220,O60427
P07221,P41143
P07222,O43708
P07223,Q15274
P07224,P07550
P07225,P23975
P07226,P15260
P07227,P35372
P07228,O90777
P07229,P05091
P07230,Q51225
P07231,P46098
P07232,Q91RS4
P07233,P35368
P07234,P15559
P07235,P43088
P07236,P01023
P07237,P08243
P07238,P53667
P07239,P32418
P07240,P42330
P07241,P18825
P07242,P05141
P07243,P00918
P07244,P11137
P07245,P28335
P07246,O75311
P07247,Q9UN88
P07248,Q12809
P07249,P51649
P07250,P35626
P07251,P18505
P07252,P15538
P07253,P22352
P07254,P24300
P07255,P61177
P07256,O95190
P07257,P20132
P07258,P23458
P07259,P43700
P07260,P00915
P07261,P00966
P07262,Q9UGI5
P07263,P43700
P07264,P03200
P07265,Q99928
P07266,P21728
P07267,P35354
P07268,O00555
P07269,Q01064
P07270,Q99250
P07271,P27815
P07272,O14521
P07273,P25024
P07274,P26439
P07275,P35219
P07276,P10827
P07277,P06401
P07278,Q8WYK2
P07279,Q8N1C3
P07280,P14677
P07281,Q8DR59
P07282,Q14573
P07283,Q16850
P07284,O95644
P07285,Q9UJS0
P07286,P41145
P07287,P61432
P07288,P17544
P07289,O14764
P07290,O25608
P07291,Q86W47
P07292,Q99707
P07293,P0AEK4
P07294,P02918
P07295,Q8N9I0
P07296,Q12809
P07297,Q05513
P07298,Q14654
P07299,P07101
P07300,O15382
P07301,O95838
P07302,P31644
P07303,P18846
P07304,P35354
P07305,Q9UQQ2
P07306,P24557
P07307,P13631
P07308,P00915
P07309,P0A749
P07310,P25100
P07311,P15555
P07312,P23975
P07313,P00914
P07314,P28845
P07315,P78362
P07316,P03372
P07317,P35219
P07318,P41143
P07319,P31749
P07320,P08908
P07321,P11309
P07322,P03372
P07323,P53608
P07324,P24228
P07325,P15291
P07326,Q06432
P07327,P49257
P07328,P12461
P07329,Q05603
P07330,P31644
P07331,Q52437
P07332,P02918
P07333,P04839
P07334,P00915
P07335,P02585
P07336,P50406
P07337,Q13315
P07338,P09917
P07339,Q9UHW9
P07340,P41595
P07341,P45381
P07342,P98194
P07343,Q9H2M3
P07344,P05023
P07345,P05166
P07346,Q9WYT0
P07347,Q08345
P07348,P08588
P07349,P21430
P07350,Q14524
P07351,Q9HCR9
P07352,P0AD68
P07353,Q8WU03
P07354,P30405
P07355,Q16772
P07356,P37231
P07357,P01137
P07358,P54687
P07359,P46597
P07360,P21549
P07361,O14764
P07362,Q9Y2Z4
P07363,Q01118
P07364,P47869
P07365,P78352
P07366,P42898
P07367,Q02127
P07368,Q12879
P07369,P03176
P07370,P41145
P07371,P07437
P07372,P06401
P07373,P09252
P07374,P28476
P07375,P28222
P07376,P00484
P07377,P07771
P07378,P31645
P07379,P42685
P07380,Q96RJ0
P07381,P54368
P07382,Q8TCU5
P07383,P38038
P07384,P36544
P07385,P04054
P07386,P02763
P07387,O60488
P07388,P08684
P07389,P07947
P07390,P00734
P07391,P47901
P07392,Q9UHI5
P07393,P28221
P07394,P27487
P07395,P06732
P07396,Q9NSD9
P07397,P21817
P07398,O60488
P07399,P06213
P07400,P35348
P07401,P43155
P07402,P20309
P07403,P00966
P07404,P07550
P07405,P03951
P07406,Q15822
P07407,P08235
P07408,P08173
P07409,P62508
P07410,P25100
P07411,P07307
P07412,P48169
P07413,P51649
P07414,Q8N1C3
P07415,P28861
P07416,P66010
P07417,P35367
P07418,P51843
P07419,Q96I99
P07420,P23258
P07421,P25100
P07422,P08514
P07423,Q08881
P07424,P04181
P07425,P04083
P07426,O75899
P07427,Q01959
P07428,P21266
P07429,P03372
P07430,P00387
P07431,P00747
P07432,P28161
P07433,P18089
P07434,Q6PI48
P07435,P34903
P07436,P0AD63
P07437,P35916
P07438,P32754
P07439,Q9HBH5
P07440,P14060
P07441,Q92769
P07442,P13674
P07443,P22891
P07444,A9UF02
P07445,Q99928
P07446,P08729
P07447,P14867
P07448,P12081
P07449,Q9NS40
P07450,Q12797
P07451,Q02750
P07452,P16219
P07453,P28472
P07454,Q01118
P07455,P17948
P07456,P43681
P07457,P0AEZ1
P07458,P28472
P07459,P55792
P07460,P20813
P07461,P28221
P07462,Q9Y3R4
P07463,Q9Y666
P07464,O14732
P07465,O60391
P07466,O14756
P07467,P48048
P07468,Q9NS18
P07469,P30536
P07470,P31994
P07471,Q06319
P07472,P61432
P07473,P23921
P07474,Q96PR1
P07475,Q08499
P07476,P63027
P07477,P07550
P07478,P51857
P07479,P28335
P07480,P12235
P07481,P08172
P07482,P98164
P07483,P34903
P07484,O60939
P07485,O00763
P07486,Q13936
P07487,P31645
P07488,Q04771
P07489,Q96PR1
P07490,P01024
P07491,P08912
P07492,P94692
P07493,P47870
P07494,P08254
P07495,P21917
P07496,P06149
P07497,P42261
P07498,P32238
P07499,P0AFU8
P07500,P24557
P07501,P08912
P07502,Q6W5P4
P07503,P21917
P07504,Q07912
P07505,P15291
P07506,P48039
P07507,P10721
P07508,P23258
P07509,P10828
P07510,P28223
P07511,P08373
P07512,P35462
P07513,P22894
P07514,P28472
P07515,P47712
P07516,Q13002
P07517,P09038
P07518,Q06432
P07519,Q14721
P07520,P35372
P07521,Q9Y345
P07522,Q9UN88
P07523,P00491
P07524,P11388
P07525,P54368
P07526,P08588
P07527,P41972
P07528,P0A7X3
P07529,P31644
P07530,P35354
P07531,P24347
P07532,P48169
P07533,P06401
P07534,P03372
P07535,P07949
P07536,P23219
P07537,P10253
P07538,O15399
P07539,P08235
P07540,P08912
P07541,Q9BXJ7
P07542,P21918
P07543,P45954
P07544,O95180
P07545,P00390
P07546,P12532
P07547,P43005
P07548,P10275
P07549,P42684
P07550,P08172
P07551,Q99460
P07552,Q8N1C3
P07553,Q99542
P07554,Q9Y4U1
P07555,P47712
P07556,P12268
P07557,Q9Y5K3
P07558,P30049
P07559,P0AAI5
P07560,P48029
P07561,P06850
P07562,P03372
P07563,P0AEK4
P07564,P47869
P07565,P14778
P07566,Q7L266
P07567,P78417
P07568,P30536
P07569,P23219
P07570,P09063
P07571,P16233
P07572,P07550
P07573,Q8TCU5
P07574,Q969G6
P07575,P62937
P07576,Q9Y600
P07577,P53667
P07578,Q02768
P07579,P87066
P07580,P08912
P07581,P28472
P07582,Q27738
P07583,P50052
P07584,P78334
P07585,P63316
P07586,P11388
P07587,P16410
P07588,P18507
P07589,P44345
P07590,Q99624
P07591,O00459
P07592,P30049
P07593,Q02218
P07594,Q9BW92
P07595,P02919
P07596,P49019
P07597,Q94655
P07598,Q13621
P07599,Q8TD30
P07600,Q7L266
P07601,P12277
P07602,Q12879
P07603,P14778
P07604,P23975
P07605,Q86YB8
P07606,P08588
P07607,P08506
P07608,P62937
P07609,P45954
P07610,Q16445
P07611,Q02880
P07612,Q9Y691
P07613,P49585
P07614,Q13936
P07615,P42081
P07616,P35367
P07617,P35754
P07618,P25100
P07619,Q92887
P07620,Q14524
P07621,P24385
P07622,P47869
P07623,Q96RP8
P07624,P21918
P07625,P51788
P07626,Q99928
P07627,P20645
P07628,P35354
P07629,Q16873
P07630,Q9A1X4
P07631,Q9BYF1
P07632,P43115
P07633,P03176
P07634,P08913
P07635,Q9S427
P07636,P11310
P07637,Q00653
P07638,O75469
P07639,P06241
P07640,Q16772
P07641,P20645
P07642,P14920
P07643,P18847
P07644,Q7CRA4
P07645,P04004
P07646,P22303
P07647,Q9NY72
P07648,P08913
P07649,P03372
P07650,Q8DR59
P07651,Q02641
P07652,P18507
P07653,P54619
P07654,P34903
P07655,P11498
P07656,P0A0K8
P07657,Q7CRA4
P07658,P08173
P07659,P16109
P07660,P31645
P07661,Q9H244
P07662,P43681
P07663,Q9Y666
P07664,P31213
P07665,Q53707
P07666,P23975
P07667,P14324
P07668,P22413
P07669,P0AD65
P07670,P41143
P07671,P08123
P07672,P06401
P07673,Q9Y2Q3
P07674,Q9Y697
P07675,P02760
P07676,Q96DP5
P07677,P08235
P07678,P53597
P07679,Q9H169
P07680,P25098
P07681,Q14654
P07682,P23975
P07683,P11586
P07684,Q99928
P07685,P0A7S9
P07686,Q8DR59
P07687,P09250
P07688,P11229
P07689,Q07912
P07690,P41143
P07691,P22102
P07692,P25101
P07693,Q13393
P07694,P05089
P07695,P28062
P07696,Q9UN88
P07697,P78508
P07698,O95665
P07699,Q07837
P07700,P35368
P07701,Q9Y275
P07702,Q969I3
P07703,P00750
P07704,P29274
P07705,P0A3M6
P07706,P28329
P07707,P35237
P07708,P35368
P07709,Q05932
P07710,P28476
P07711,P39023
P07712,P42262
P07713,P01579
P07714,P24228
P07715,P21796
P07716,P42593
P07717,Q16772
P07718,Q8N1C3
P07719,P08588
P07720,Q14524
P07721,Q9UBS5
P07722,P18505
P07723,P30531
P07724,Q08289
P07725,Q9UKU7
P07726,P23219
P07727,P78417
P07728,Q01118
P07729,Q13183
P07730,O14764
P07731,P66010
P07732,P13945
P07733,P08581
P07734,Q13224
P07735,P03372
P07736,P47871
P07737,P31644
P07738,Q9NY47
P07739,Q08289
P07740,P04637
P07741,P14416
P07742,Q05655
P07743,P16083
P07744,P04035
P07745,Q9NY47
P07746,Q8N1C3
P07747,P28223
P07748,P41594
P07749,P15144
P07750,Q969I3
P07751,P60568
P07752,P10253
P07753,P29475
P07754,P16220
P07755,P31644
P07756,Q96A70
P07757,P07550
P07758,Q9Z4P0
P07759,P28335
P07760,P00484
P07761,P07900
P07762,P17252
P07763,P28223
P07764,Q9ULC6
P07765,Q96RQ3
P07766,Q9UK17
P07767,P13569
P07768,P05154
P07769,Q9P0X4
P07770,P0A7X3
P07771,Q08345
P07772,P06729
P07773,P01375
P07774,P42898
P07775,P11229
P07776,Q9Y2Q0
P07777,P04040
P07778,Q9UDX4
P07779,P07998
P07780,P02747
P07781,P28222
P07782,P20839
P07783,P30939
P07784,P08473
P07785,P35367
P07786,Q6NSD4
P07787,P34903
P07788,Q96I59
P07789,Q9NS40
P07790,P02763
P07791,P31645
P07792,Q8N119
P07793,P54219
P07794,P0AD68
P07795,Q9P2J5
P07796,P49765
P07797,Q13224
P07798,Q14500
P07799,Q8N1C3
P07800,Q9NRF9
P07801,Q8N1C3
P07802,P00742
P07803,Q01668
P07804,P00352
P07805,P28476
P07806,P06400
P07807,P09788
P07808,Q15758
P07809,Q13621
P07810,P35498
P07811,P15291
P07812,Q8N8N7
P07813,P07451
P07814,O14764
P07815,P37231
P07816,P28472
P07817,P42336
P07818,P04035
P07819,Q9UN76
P07820,P11229
P07821,Q9NXA8
P07822,Q7CRA4
P07823,Q6GI75
P07824,P35367
P07825,P08912
P07826,Q8XJ01
P07827,P41595
P07828,P08172
P07829,P00451
P07830,P31645
P07831,P19235
P07832,P49327
P07833,P21266
P07834,P11362
P07835,O14832
P07836,P16219
P07837,P54750
P07838,P23219
P07839,Q96C36
P07840,P28472
P07841,P19838
P07842,O00180
P07843,P11310
P07844,Q16445
P07845,P22460
P07846,P21728
P07847,Q8TCT1
P07848,P31645
P07849,Q60FT7
P07850,P28335
P07851,P49327
P07852,P35367
P07853,Q15274
P07854,O43451
P07855,P40238
P07856,P08729
P07857,P07225
P07858,P27816
P07859,P69905
P07860,Q15842
P07861,Q9GZT4
P07862,P00747
P07863,P43005
P07864,P08908
P07865,P14778
P07866,P21589
P07867,P12319
P07868,P18507
P07869,P01584
P07870,P18825
P07871,Q14003
P07872,P35372
P07873,P23945
P07874,P08913
P07875,P05093
P07876,P0AD68
P07877,P01189
P07878,P10613
P07879,P24024
P07880,P18505
P07881,Q9NZK7
P07882,Q01959
P07883,P49286
P07884,Q99928
P07885,P04271
P07886,Q9X6W0
P07887,Q91RS4
P07888,P54289
P07889,P34995
P07890,P0A7X3
P07891,P30520
P07892,Q8N1C3
P07893,Q05932
P07894,P27487
P07895,O76083
P07896,Q12879
P07897,P19634
P07898,O15554
P07899,Q8NER1
P07900,P07451
P07901,P05362
P07902,P21281
P07903,Q16665
P07904,Q9Y257
P07905,Q99542
P07906,O75911
P07907,P46597
P07908,Q16790
P07909,Q07021
P07910,P21728
P07911,P82251
P07912,P0AC13
P07913,Q9UJS0
P07914,P55157
P07915,Q9HCC0
P07916,Q9H306
P07917,P09238
P07918,P14867
P07919,Q9H228
P07920,P30542
P07921,Q07806
P07922,P35348
P07923,Q05586
P07924,P34903
P07925,O95644
P07926,P35462
P07927,P00533
P07928,P10613
P07929,P05452
P07930,P04035
P07931,Q02643
P07932,P23219
P07933,P08908
P07934,O75715
P07935,P15260
P07936,P07550
P07937,O60603
P07938,P21964
P07939,O60656
P07940,P00720
P07941,P04004
P07942,P47869
P07943,P49069
P07944,Q8N1C3
P07945,P40859
P07946,P00915
P07947,Q8N1C3
P07948,P18507
P07949,Q59961
P07950,Q99928
P07951,Q9Z4P0
P07952,P35367
P07953,P16219
P07954,P12268
P07955,P00742
P07956,P09237
P07957,O00469
P07958,P31645
P07959,P02746
P07960,P23415
P07961,P51692
P07962,P08173
P07963,Q9UGI9
P07964,P42971
P07965,Q9UGI6
P07966,P47870
P07967,Q16671
P07968,P04150
P07969,P17252
P07970,P20648
P07971,Q99707
P07972,P07771
P07973,P45954
P07974,P35968
P07975,P48544
P07976,O14939
P07977,P0AES6
P07978,Q9UN88
P07979,Q9NPA2
P07980,P55011
P07981,P0A3M6
P07982,P08172
P07983,P14735
P07984,Q01668
P07985,P48051
P07986,P13569
P07987,O14920
P07988,P11388
P07989,P30926
P07990,P28472
P07991,P60725
P07992,Q99928
P07993,P18850
P07994,Q15822
P07995,Q9Y2Q3
P07996,P21912
P07997,Q92569
P07998,Q9UIC8
P07999,P06732
P08000,P00915
P08001,P45844
P08002,Q13224
P08003,P30273
P08004,P35354
P08005,Q15031
P08006,P39662
P08007,P00390
P08008,P28221
P08009,O14732
P08010,Q06AK7
P08011,Q07806
P08012,P27487
P08013,P21266
P08014,P35367
P08015,P36507
P08016,P23975
P08017,O43772
P08018,P14867
P08019,P04629
