drug_id,protein_id,interaction
D05591,P05591,1
D05592,P05592,0
D05593,P05593,1
D05594,P05594,0
D05595,P05595,1
D05596,P05596,0
D05597,P05597,1
D05598,P05598,0
D05599,P05599,1
D05600,P05600,0
D05601,P05601,1
D05602,P05602,0
D05603,P05603,1
D05604,P05604,0
D05605,P05605,1
D05606,P05606,0
D05607,P05607,1
D05608,P05608,0
D05609,P05609,1
D05610,P05610,0
D05611,P05611,1
D05612,P05612,0
D05613,P05613,1
D05614,P05614,0
D05615,P05615,1
D05616,P05616,0
D05617,P05617,1
D05618,P05618,0
D05619,P05619,1
D05620,P05620,0
D05621,P05621,1
D05622,P05622,0
D05623,P05623,1
D05624,P05624,0
D05625,P05625,1
D05626,P05626,0
D05627,P05627,1
D05628,P05628,0
D05629,P05629,1
D05630,P05630,0
D05631,P05631,1
D05632,P05632,0
D05633,P05633,1
D05634,P05634,0
D05635,P05635,1
D05636,P05636,0
D05637,P05637,1
D05638,P05638,0
D05639,P05639,1
D05640,P05640,0
D05641,P05641,1
D05642,P05642,0
D05643,P05643,1
D05644,P05644,0
D05645,P05645,1
D05646,P05646,0
D05647,P05647,1
D05648,P05648,0
D05649,P05649,1
D05650,P05650,0
D05651,P05651,1
D05652,P05652,0
D05653,P05653,1
D05654,P05654,0
D05655,P05655,1
D05656,P05656,0
D05657,P05657,1
D05658,P05658,0
D05659,P05659,1
D05660,P05660,0
D05661,P05661,1
D05662,P05662,0
D05663,P05663,1
D05664,P05664,0
D05665,P05665,1
D05666,P05666,0
D05667,P05667,1
D05668,P05668,0
D05669,P05669,1
D05670,P05670,0
D05671,P05671,1
D05672,P05672,0
D05673,P05673,1
D05674,P05674,0
D05675,P05675,1
D05676,P05676,0
D05677,P05677,1
D05678,P05678,0
D05679,P05679,1
D05680,P05680,0
D05681,P05681,1
D05682,P05682,0
D05683,P05683,1
D05684,P05684,0
D05685,P05685,1
D05686,P05686,0
D05687,P05687,1
D05688,P05688,0
D05689,P05689,1
D05690,P05690,0
D05691,P05691,1
D05692,P05692,0
D05693,P05693,1
D05694,P05694,0
D05695,P05695,1
D05696,P05696,0
D05697,P05697,1
D05698,P05698,0
D05699,P05699,1
D05700,P05700,0
D05701,P05701,1
D05702,P05702,0
D05703,P05703,1
D05704,P05704,0
D05705,P05705,1
D05706,P05706,0
D05707,P05707,1
D05708,P05708,0
D05709,P05709,1
D05710,P05710,0
D05711,P05711,1
D05712,P05712,0
D05713,P05713,1
D05714,P05714,0
D05715,P05715,1
D05716,P05716,0
D05717,P05717,1
D05718,P05718,0
D05719,P05719,1
D05720,P05720,0
D05721,P05721,1
D05722,P05722,0
D05723,P05723,1
D05724,P05724,0
D05725,P05725,1
D05726,P05726,0
D05727,P05727,1
D05728,P05728,0
D05729,P05729,1
D05730,P05730,0
D05731,P05731,1
D05732,P05732,0
D05733,P05733,1
D05734,P05734,0
D05735,P05735,1
D05736,P05736,0
D05737,P05737,1
D05738,P05738,0
D05739,P05739,1
D05740,P05740,0
D05741,P05741,1
D05742,P05742,0
D05743,P05743,1
D05744,P05744,0
D05745,P05745,1
D05746,P05746,0
D05747,P05747,1
D05748,P05748,0
D05749,P05749,1
D05750,P05750,0
D05751,P05751,1
D05752,P05752,0
D05753,P05753,1
D05754,P05754,0
D05755,P05755,1
D05756,P05756,0
D05757,P05757,1
D05758,P05758,0
D05759,P05759,1
D05760,P05760,0
D05761,P05761,1
D05762,P05762,0
D05763,P05763,1
D05764,P05764,0
D05765,P05765,1
D05766,P05766,0
D05767,P05767,1
D05768,P05768,0
D05769,P05769,1
D05770,P05770,0
D05771,P05771,1
D05772,P05772,0
D05773,P05773,1
D05774,P05774,0
D05775,P05775,1
D05776,P05776,0
D05777,P05777,1
D05778,P05778,0
D05779,P05779,1
D05780,P05780,0
D05781,P05781,1
D05782,P05782,0
D05783,P05783,1
D05784,P05784,0
D05785,P05785,1
D05786,P05786,0
D05787,P05787,1
D05788,P05788,0
D05789,P05789,1
D05790,P05790,0
D05791,P05791,1
D05792,P05792,0
D05793,P05793,1
D05794,P05794,0
D05795,P05795,1
D05796,P05796,0
D05797,P05797,1
D05798,P05798,0
D05799,P05799,1
D05800,P05800,0
D05801,P05801,1
D05802,P05802,0
D05803,P05803,1
D05804,P05804,0
D05805,P05805,1
D05806,P05806,0
D05807,P05807,1
D05808,P05808,0
D05809,P05809,1
D05810,P05810,0
D05811,P05811,1
D05812,P05812,0
D05813,P05813,1
D05814,P05814,0
D05815,P05815,1
D05816,P05816,0
D05817,P05817,1
D05818,P05818,0
D05819,P05819,1
D05820,P05820,0
D05821,P05821,1
D05822,P05822,0
D05823,P05823,1
D05824,P05824,0
D05825,P05825,1
D05826,P05826,0
D05827,P05827,1
D05828,P05828,0
D05829,P05829,1
D05830,P05830,0
D05831,P05831,1
D05832,P05832,0
D05833,P05833,1
D05834,P05834,0
D05835,P05835,1
D05836,P05836,0
D05837,P05837,1
D05838,P05838,0
D05839,P05839,1
D05840,P05840,0
D05841,P05841,1
D05842,P05842,0
D05843,P05843,1
D05844,P05844,0
D05845,P05845,1
D05846,P05846,0
